VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,09/04/2018 08:57:34 PM,09/04/2018 09:02:25 PM,1,1.05,1,N,237,237,1,5.5,0.5,0.5,1.7,0,0.3,8.5
2,09/04/2018 08:24:17 PM,09/04/2018 08:37:16 PM,5,2.51,1,N,163,246,1,11.5,0.5,0.5,2,0,0.3,14.8
2,09/04/2018 08:39:35 PM,09/04/2018 09:07:13 PM,6,7.05,1,N,246,181,1,23.5,0.5,0.5,7.64,5.76,0.3,38.2
2,09/04/2018 08:10:29 PM,09/04/2018 08:17:34 PM,1,1.2,1,N,107,144,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,09/04/2018 08:18:23 PM,09/04/2018 08:27:01 PM,1,1.64,1,N,144,137,1,8,0.5,0.5,2.32,0,0.3,11.62
2,09/04/2018 08:30:48 PM,09/04/2018 08:44:20 PM,1,2.95,1,N,233,75,1,12,0.5,0.5,2.66,0,0.3,15.96
2,09/04/2018 08:57:01 PM,09/04/2018 09:16:35 PM,1,3.95,1,N,162,231,1,15.5,0.5,0.5,3.36,0,0.3,20.16
2,09/04/2018 08:04:08 PM,09/04/2018 08:12:02 PM,1,1.69,1,N,237,142,1,8,0.5,0.5,1,0,0.3,10.3
2,09/04/2018 08:25:27 PM,09/04/2018 08:33:02 PM,1,1.65,1,N,230,237,2,7.5,0.5,0.5,0,0,0.3,8.8
2,09/04/2018 08:37:59 PM,09/04/2018 08:41:58 PM,1,0.65,1,N,263,237,1,4.5,0.5,0.5,1.16,0,0.3,6.96
2,09/04/2018 08:46:00 PM,09/04/2018 08:55:25 PM,1,1.41,1,N,263,229,1,8,0.5,0.5,1.86,0,0.3,11.16
1,09/04/2018 08:26:02 PM,09/04/2018 09:12:53 PM,1,20.8,1,N,132,81,2,57,0.5,0.5,0,5.76,0.3,64.06
1,09/04/2018 08:20:36 PM,09/04/2018 08:40:29 PM,1,3.2,1,N,263,234,1,15.5,0.5,0.5,2.52,0,0.3,19.32
1,09/04/2018 08:44:09 PM,09/04/2018 08:50:09 PM,1,0.9,1,N,164,170,1,6,0.5,0.5,1.45,0,0.3,8.75
1,09/04/2018 08:53:52 PM,09/04/2018 09:02:21 PM,1,1.5,1,N,170,50,1,8,0.5,0.5,1.85,0,0.3,11.15
2,09/04/2018 07:58:31 PM,09/04/2018 08:10:35 PM,2,1.99,1,N,170,158,1,9.5,0.5,0.5,2.16,0,0.3,12.96
2,09/04/2018 08:12:44 PM,09/04/2018 08:16:29 PM,2,0.47,1,N,158,249,1,4.5,0.5,0.5,1.37,0,0.3,7.17
2,09/04/2018 08:17:55 PM,09/04/2018 08:25:52 PM,2,1.06,1,N,249,79,1,7,0.5,0.5,1.66,0,0.3,9.96
2,09/04/2018 08:28:40 PM,09/04/2018 08:40:15 PM,2,1.62,1,N,79,158,1,9,0.5,0.5,3.09,0,0.3,13.39
1,09/04/2018 08:49:13 PM,09/04/2018 09:00:39 PM,2,2.3,1,N,170,230,2,13,0.5,0.5,0,0,0.3,14.3
2,09/04/2018 08:34:00 PM,09/04/2018 08:39:37 PM,1,0.88,1,N,90,107,2,6,0.5,0.5,0,0,0.3,7.3
2,09/04/2018 08:43:54 PM,09/04/2018 08:57:28 PM,1,2.59,1,N,107,163,1,11,0.5,0.5,2.46,0,0.3,14.76
2,09/04/2018 08:44:06 PM,09/04/2018 08:50:17 PM,1,2.08,1,N,137,140,1,8,0.5,0.5,1.86,0,0.3,11.16
2,09/04/2018 08:58:47 PM,09/04/2018 09:08:51 PM,1,1.64,1,N,141,163,1,8.5,0.5,0.5,2.45,0,0.3,12.25
1,09/04/2018 08:08:24 PM,09/04/2018 08:20:05 PM,1,2.2,1,N,144,158,2,10,0.5,0.5,0,0,0.3,11.3
1,09/04/2018 08:21:34 PM,09/04/2018 08:32:01 PM,1,1.7,1,N,158,231,1,8.5,0.5,0.5,1.95,0,0.3,11.75
1,09/04/2018 08:33:46 PM,09/04/2018 08:55:15 PM,1,4.5,1,N,231,181,1,17.5,0.5,0.5,3.76,0,0.3,22.56
2,09/04/2018 08:02:50 PM,09/04/2018 08:09:25 PM,1,1.05,1,N,43,239,1,6.5,0.5,0.5,1.17,0,0.3,8.97
2,09/04/2018 08:21:39 PM,09/04/2018 08:32:22 PM,1,2.23,1,N,163,236,1,9.5,0.5,0.5,2.7,0,0.3,13.5
2,09/04/2018 08:47:28 PM,09/04/2018 08:56:23 PM,1,1.6,1,N,162,140,1,8.5,0.5,0.5,1,0,0.3,10.8
1,09/04/2018 08:19:47 PM,09/04/2018 08:32:05 PM,1,4,1,N,87,137,1,14.5,1,0.5,4.85,0,0.3,21.15
1,09/04/2018 08:48:38 PM,09/04/2018 08:54:52 PM,2,0.6,1,N,237,229,2,5.5,0.5,0.5,0,0,0.3,6.8
1,09/04/2018 08:12:04 PM,09/04/2018 08:14:25 PM,1,0.5,1,N,263,262,1,4,0.5,0.5,1.05,0,0.3,6.35
1,09/04/2018 08:19:40 PM,09/04/2018 08:25:29 PM,1,1.8,1,N,141,142,2,7,0.5,0.5,0,0,0.3,8.3
1,09/04/2018 08:29:48 PM,09/04/2018 08:45:25 PM,1,9.2,1,N,239,200,1,26.5,0.5,0.5,3.66,2.64,0.3,34.1
2,09/04/2018 08:09:12 PM,09/04/2018 08:21:39 PM,5,2.87,1,N,88,33,1,11,0.5,0.5,2.46,0,0.3,14.76
1,09/04/2018 08:03:24 PM,09/04/2018 08:31:32 PM,1,8.6,1,N,138,36,1,27.5,0.5,0.5,5.75,0,0.3,34.55
2,09/04/2018 08:19:20 PM,09/04/2018 08:33:19 PM,1,2.11,1,N,48,164,1,10.5,0.5,0.5,2.36,0,0.3,14.16
2,09/04/2018 08:36:04 PM,09/04/2018 08:53:08 PM,1,4.3,1,N,170,226,1,16,0.5,0.5,4.32,0,0.3,21.62
1,09/04/2018 08:09:16 PM,09/04/2018 08:19:20 PM,2,1.6,1,N,236,238,1,9,0.5,0.5,1.85,0,0.3,12.15
1,09/04/2018 08:25:11 PM,09/04/2018 08:29:13 PM,1,0.7,1,N,143,239,1,5,0.5,0.5,1,0,0.3,7.3
1,09/04/2018 08:32:55 PM,09/04/2018 08:41:55 PM,1,1.8,1,N,239,141,2,8.5,0.5,0.5,0,0,0.3,9.8
2,09/04/2018 08:11:22 PM,09/04/2018 08:44:49 PM,1,11.53,1,N,138,230,1,35.5,0.5,0.5,6.66,5.76,0.3,49.22
2,09/04/2018 08:54:49 PM,09/04/2018 09:07:49 PM,6,2.62,1,N,238,262,2,11,0.5,0.5,0,0,0.3,12.3
1,09/04/2018 08:06:09 PM,09/04/2018 08:06:13 PM,1,1.8,1,N,74,74,2,2.5,0.5,0.5,0,0,0.3,3.8
1,09/04/2018 08:12:49 PM,09/04/2018 08:12:56 PM,1,1.8,1,N,42,42,3,2.5,0.5,0.5,0,0,0.3,3.8
2,09/04/2018 08:20:05 PM,09/04/2018 08:34:25 PM,1,3.24,1,N,144,52,1,12.5,0.5,0.5,3.45,0,0.3,17.25
2,09/04/2018 08:55:24 PM,09/04/2018 09:00:22 PM,1,0.81,1,N,45,232,2,5.5,0.5,0.5,0,0,0.3,6.8
1,09/04/2018 08:02:09 PM,09/04/2018 08:15:41 PM,2,2,1,N,239,236,1,10.5,0.5,0.5,2.35,0,0.3,14.15
1,09/04/2018 08:20:29 PM,09/04/2018 08:28:48 PM,2,1.4,1,N,236,238,2,8,0.5,0.5,0,0,0.3,9.3
1,09/04/2018 08:36:07 PM,09/04/2018 08:44:23 PM,1,1.5,1,N,43,236,1,8,0.5,0.5,1.4,0,0.3,10.7
1,09/04/2018 08:47:21 PM,09/04/2018 08:52:51 PM,1,1.1,1,N,237,263,1,6,0.5,0.5,1.46,0,0.3,8.76
1,09/04/2018 08:53:37 PM,09/04/2018 09:02:23 PM,1,1.6,1,N,263,239,2,8,0.5,0.5,0,0,0.3,9.3
1,09/04/2018 08:10:26 PM,09/04/2018 08:32:42 PM,1,5,1,N,229,166,1,18.5,0.5,0.5,1,0,0.3,20.8
1,09/04/2018 08:35:20 PM,09/04/2018 08:48:28 PM,1,2.5,1,N,166,142,1,11.5,0.5,0.5,2.55,0,0.3,15.35
1,09/04/2018 08:54:49 PM,09/04/2018 09:00:15 PM,1,0.8,1,N,163,230,2,5.5,0.5,0.5,0,0,0.3,6.8
1,09/04/2018 08:09:31 PM,09/04/2018 08:14:34 PM,1,0.7,1,N,143,142,2,5.5,0.5,0.5,0,0,0.3,6.8
1,09/04/2018 08:18:51 PM,09/04/2018 08:24:42 PM,1,0.8,1,N,237,141,1,6,0.5,0.5,0,0,0.3,7.3
1,09/04/2018 08:40:30 PM,09/04/2018 08:47:25 PM,1,1.3,1,N,140,262,1,7,0.5,0.5,1.65,0,0.3,9.95
1,09/04/2018 08:09:54 PM,09/04/2018 08:15:03 PM,1,0.6,1,N,161,229,1,5,0.5,0.5,1,0,0.3,7.3
1,09/04/2018 08:31:00 PM,09/04/2018 08:36:44 PM,1,1.5,1,N,237,236,1,7,0.5,0.5,1.65,0,0.3,9.95
1,09/04/2018 08:41:26 PM,09/04/2018 09:05:24 PM,1,4.7,1,N,237,7,1,19,0.5,0.5,4.05,0,0.3,24.35
1,09/04/2018 08:05:33 PM,09/04/2018 08:22:04 PM,1,3.2,1,N,234,263,1,14,0.5,0.5,3.05,0,0.3,18.35
1,09/04/2018 08:43:08 PM,09/04/2018 08:49:44 PM,1,0.6,1,N,161,163,1,6,0.5,0.5,1.45,0,0.3,8.75
1,09/04/2018 08:56:20 PM,09/04/2018 09:00:55 PM,1,0.6,1,N,100,246,2,5,0.5,0.5,0,0,0.3,6.3
1,09/04/2018 08:01:05 PM,09/04/2018 08:09:31 PM,1,2.5,1,N,138,223,2,9.5,1,0.5,0,0,0.3,11.3
1,09/04/2018 08:53:45 PM,09/04/2018 09:21:55 PM,1,14.8,1,N,138,265,1,42,0.5,0.5,9.8,5.76,0.3,58.86
2,09/04/2018 08:09:25 PM,09/04/2018 08:54:28 PM,1,20.32,2,N,132,239,1,52,0,0.5,11.71,5.76,0.3,70.27
2,09/04/2018 08:25:14 PM,09/04/2018 08:49:43 PM,1,4.88,1,N,163,231,1,19,0.5,0.5,3,0,0.3,23.3
2,09/04/2018 08:57:21 PM,09/04/2018 09:48:33 PM,4,22.32,2,N,132,142,2,52,0,0.5,0,5.76,0.3,58.56
1,09/04/2018 08:15:45 PM,09/04/2018 08:22:14 PM,1,1.7,1,N,264,237,2,7,0.5,0.5,0,0,0.3,8.3
1,09/04/2018 08:26:32 PM,09/04/2018 08:30:55 PM,1,0.8,1,N,236,236,2,5.5,0.5,0.5,0,0,0.3,6.8
1,09/04/2018 08:32:27 PM,09/04/2018 08:46:03 PM,4,2.2,1,N,236,140,1,11,0.5,0.5,2,0,0.3,14.3
2,09/04/2018 08:36:26 PM,09/04/2018 08:55:56 PM,6,3.05,1,N,186,140,1,14.5,0.5,0.5,3.16,0,0.3,18.96
1,09/04/2018 08:33:06 PM,09/04/2018 08:38:33 PM,1,1.6,1,N,161,236,3,7.5,0.5,0.5,0,0,0.3,8.8
2,09/04/2018 08:34:37 PM,09/04/2018 08:43:54 PM,1,3.66,1,N,170,232,2,13,0.5,0.5,0,0,0.3,14.3
2,09/04/2018 08:56:34 PM,09/04/2018 09:15:12 PM,1,5.01,1,N,231,143,1,18,0.5,0.5,1.93,0,0.3,21.23
2,09/04/2018 08:04:28 PM,09/04/2018 08:16:11 PM,1,2.54,1,N,236,166,2,10.5,0.5,0.5,0,0,0.3,11.8
1,09/04/2018 08:04:03 PM,09/04/2018 08:17:50 PM,1,2.5,1,N,264,264,1,12,0.5,0.5,2.65,0,0.3,15.95
1,09/04/2018 08:19:44 PM,09/04/2018 08:25:27 PM,1,1,1,N,264,264,2,6,0.5,0.5,0,0,0.3,7.3
1,09/04/2018 08:30:35 PM,09/04/2018 08:43:11 PM,2,2.1,1,N,264,264,1,10,0.5,0.5,1.7,0,0.3,13
1,09/04/2018 08:59:56 PM,09/04/2018 09:06:19 PM,1,1.4,1,N,264,264,1,7,0.5,0.5,1.65,0,0.3,9.95
1,09/04/2018 08:11:06 PM,09/04/2018 08:19:09 PM,1,1.3,1,N,230,142,1,7.5,0.5,0.5,1,0,0.3,9.8
1,09/04/2018 08:20:52 PM,09/04/2018 08:31:46 PM,1,1.9,1,N,142,141,1,9.5,0.5,0.5,2.15,0,0.3,12.95
1,09/04/2018 08:46:25 PM,09/04/2018 08:51:49 PM,1,0.6,1,N,162,237,1,5.5,0.5,0.5,1.35,0,0.3,8.15
1,09/04/2018 08:03:40 PM,09/04/2018 08:12:16 PM,1,1.5,1,N,143,237,1,8,0.5,0.5,1.85,0,0.3,11.15
1,09/04/2018 08:22:17 PM,09/04/2018 08:27:36 PM,1,1.3,1,N,141,239,1,6,0.5,0.5,1.45,0,0.3,8.75
1,09/04/2018 08:34:56 PM,09/04/2018 08:40:47 PM,1,1,1,N,166,41,1,6,0.5,0.5,1.1,0,0.3,8.4
2,09/04/2018 08:17:46 PM,09/04/2018 08:29:18 PM,2,2.24,1,N,50,234,2,10,0.5,0.5,0,0,0.3,11.3
2,09/04/2018 08:38:17 PM,09/04/2018 08:43:37 PM,2,0.87,1,N,113,79,1,5.5,0.5,0.5,1,0,0.3,7.8
2,09/04/2018 08:53:38 PM,09/04/2018 08:56:04 PM,2,0.39,1,N,234,107,2,3.5,0.5,0.5,0,0,0.3,4.8
2,09/04/2018 08:59:06 PM,09/04/2018 09:31:12 PM,2,13.74,1,N,107,14,1,40,0.5,0.5,8.26,0,0.3,49.56
2,09/04/2018 08:54:02 PM,09/04/2018 09:20:02 PM,5,9.82,1,N,138,49,1,30.5,0.5,0.5,6.36,0,0.3,38.16
1,09/04/2018 08:27:54 PM,09/04/2018 08:39:28 PM,2,1.2,1,N,170,48,2,9,0.5,0.5,0,0,0.3,10.3
2,09/04/2018 08:49:53 PM,09/04/2018 09:04:18 PM,1,2.74,1,N,170,140,1,12.5,0.5,0.5,2.76,0,0.3,16.56
2,09/04/2018 08:27:14 PM,09/04/2018 08:50:05 PM,1,9.65,1,N,82,19,2,29,0.5,0.5,0,0,0.3,30.3
1,09/04/2018 08:01:55 PM,09/04/2018 08:25:41 PM,4,5.8,1,N,163,88,2,21.5,0.5,0.5,0,0,0.3,22.8
1,09/04/2018 08:27:27 PM,09/04/2018 08:47:31 PM,1,4.4,1,N,88,106,1,17,0.5,0.5,3.65,0,0.3,21.95
2,09/04/2018 07:59:05 PM,09/04/2018 08:24:03 PM,1,5.24,1,N,113,43,2,19.5,0.5,0.5,0,0,0.3,20.8
1,09/04/2018 08:43:27 PM,09/04/2018 08:53:48 PM,1,2,1,N,162,236,1,10,0.5,0.5,1.5,0,0.3,12.8
1,09/04/2018 08:56:12 PM,09/04/2018 09:13:53 PM,1,3.9,1,N,236,186,1,15,0.5,0.5,3.25,0,0.3,19.55
1,09/04/2018 08:08:37 PM,09/04/2018 08:15:13 PM,1,1.2,1,N,163,143,1,6.5,0.5,0.5,2.3,0,0.3,10.1
1,09/04/2018 08:19:55 PM,09/04/2018 08:22:02 PM,1,0.2,1,N,239,239,2,3.5,0.5,0.5,0,0,0.3,4.8
1,09/04/2018 08:27:40 PM,09/04/2018 08:36:28 PM,1,2.3,1,N,239,41,1,9,0.5,0.5,1.55,0,0.3,11.85
1,09/04/2018 08:49:56 PM,09/04/2018 09:02:37 PM,1,3.1,1,N,239,41,1,12,0.5,0.5,3.3,0,0.3,16.6
1,09/04/2018 08:30:51 PM,09/04/2018 08:51:50 PM,2,7.8,1,N,132,135,1,23,0.5,0.5,3,0,0.3,27.3
2,09/04/2018 08:06:35 PM,09/04/2018 08:25:33 PM,2,4.04,1,N,142,42,1,16.5,0.5,0.5,4.45,0,0.3,22.25
1,09/04/2018 08:19:48 PM,09/04/2018 08:32:16 PM,2,2.3,1,N,161,236,2,10.5,0.5,0.5,0,0,0.3,11.8
1,09/04/2018 08:35:48 PM,09/04/2018 08:50:54 PM,1,7.9,1,N,236,88,1,23,0.5,0.5,4.85,0,0.3,29.15
1,09/04/2018 08:58:01 PM,09/04/2018 09:16:50 PM,1,4.2,1,N,231,50,1,16.5,0.5,0.5,1.11,0,0.3,18.91
2,09/04/2018 08:17:09 PM,09/04/2018 08:29:01 PM,1,4.4,1,N,88,224,2,15,0.5,0.5,0,0,0.3,16.3
2,09/04/2018 08:33:58 PM,09/04/2018 08:40:33 PM,1,1.17,1,N,137,234,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,09/04/2018 08:50:47 PM,09/04/2018 09:02:24 PM,1,1.92,1,N,48,170,1,9.5,0.5,0.5,2.16,0,0.3,12.96
2,09/04/2018 08:02:15 PM,09/04/2018 08:11:50 PM,1,1.49,1,N,79,211,1,8,0.5,0.5,1.86,0,0.3,11.16
2,09/04/2018 08:13:04 PM,09/04/2018 08:19:12 PM,1,0.91,1,N,211,79,2,6,0.5,0.5,0,0,0.3,7.3
2,09/04/2018 08:28:58 PM,09/04/2018 08:34:01 PM,1,0.98,1,N,107,233,1,5.5,0.5,0.5,2.04,0,0.3,8.84
2,09/04/2018 08:58:32 PM,09/04/2018 09:13:43 PM,1,4.3,1,N,186,151,1,14.5,0.5,0.5,4.74,0,0.3,20.54
2,09/04/2018 08:22:21 PM,09/04/2018 08:28:08 PM,5,1.52,1,N,50,186,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,09/04/2018 08:06:02 PM,09/04/2018 08:10:43 PM,1,0.91,1,N,234,68,1,5.5,0.5,0.5,1.7,0,0.3,8.5
2,09/04/2018 08:13:11 PM,09/04/2018 08:24:17 PM,1,2.57,1,N,68,231,1,11,0.5,0.5,2.46,0,0.3,14.76
2,09/04/2018 08:28:38 PM,09/04/2018 08:36:55 PM,1,1.98,1,N,231,90,1,8.5,0.5,0.5,1,0,0.3,10.8
2,09/04/2018 08:38:11 PM,09/04/2018 08:50:14 PM,1,2.65,1,N,234,142,1,11,0.5,0.5,1.2,0,0.3,13.5
2,09/04/2018 08:59:19 PM,09/04/2018 09:13:14 PM,2,2.75,1,N,230,224,1,11.5,0.5,0.5,2.56,0,0.3,15.36
2,09/04/2018 08:41:51 PM,09/04/2018 09:20:10 PM,2,11.55,1,N,132,49,1,37,0.5,0.5,7.66,0,0.3,45.96
1,09/04/2018 08:13:32 PM,09/04/2018 08:23:06 PM,2,2.2,1,N,142,68,1,9,0.5,0.5,2.05,0,0.3,12.35
1,09/04/2018 08:35:41 PM,09/04/2018 08:47:28 PM,4,1.6,1,N,113,164,1,9,0.5,0.5,2.05,0,0.3,12.35
1,09/04/2018 08:51:45 PM,09/04/2018 08:59:20 PM,2,1.2,1,N,164,161,2,7,0.5,0.5,0,0,0.3,8.3
2,09/04/2018 08:23:00 PM,09/04/2018 08:38:48 PM,1,2.46,1,N,163,246,1,12,0.5,0.5,2.66,0,0.3,15.96
2,09/04/2018 08:46:17 PM,09/04/2018 08:50:47 PM,1,1.4,1,N,48,158,2,6,0.5,0.5,0,0,0.3,7.3
2,09/04/2018 08:52:06 PM,09/04/2018 09:01:22 PM,1,2.6,1,N,158,13,1,10,0.5,0.5,2.82,0,0.3,14.12
2,09/04/2018 08:47:35 PM,09/04/2018 09:18:45 PM,1,10.91,1,N,138,48,2,35,0.5,0.5,0,5.76,0.3,42.06
1,09/04/2018 08:07:49 PM,09/04/2018 08:16:41 PM,2,0.9,1,N,161,230,2,7,0.5,0.5,0,0,0.3,8.3
1,09/04/2018 08:21:23 PM,09/04/2018 08:40:50 PM,2,3.3,1,N,230,79,1,14.5,0.5,0.5,1,0,0.3,16.8
1,09/04/2018 08:08:04 PM,09/04/2018 08:16:04 PM,1,1.2,1,N,161,141,1,7.5,0.5,0.5,1.25,0,0.3,10.05
1,09/04/2018 08:27:12 PM,09/04/2018 08:29:29 PM,1,0.4,1,N,162,162,1,3.5,0.5,0.5,0.95,0,0.3,5.75
1,09/04/2018 08:38:39 PM,09/04/2018 08:48:08 PM,1,1.5,1,N,162,186,1,8,0.5,0.5,1.85,0,0.3,11.15
2,09/04/2018 08:16:16 PM,09/04/2018 08:35:24 PM,5,4.6,1,N,142,231,1,17.5,0.5,0.5,3.76,0,0.3,22.56
2,09/04/2018 08:16:49 PM,09/04/2018 08:48:53 PM,2,10.98,1,N,132,61,1,34,0.5,0.5,8.82,0,0.3,44.12
2,09/04/2018 07:59:50 PM,09/04/2018 08:01:42 PM,4,0.53,1,N,170,170,1,4,0.5,0.5,1.7,0,0.3,7
2,09/04/2018 08:14:34 PM,09/04/2018 08:17:45 PM,5,0.74,1,N,137,107,2,4.5,0.5,0.5,0,0,0.3,5.8
2,09/04/2018 08:28:02 PM,09/04/2018 08:39:31 PM,5,2.06,1,N,137,249,1,10,0.5,0.5,1,0,0.3,12.3
2,09/04/2018 08:44:04 PM,09/04/2018 08:52:14 PM,3,1.73,1,N,249,100,1,8,0.5,0.5,1.86,0,0.3,11.16
2,09/04/2018 08:45:07 PM,09/04/2018 08:52:47 PM,6,1.82,1,N,236,41,1,8,0.5,0.5,1.86,0,0.3,11.16
2,09/04/2018 07:56:34 PM,09/04/2018 08:05:52 PM,2,3.27,1,N,88,4,1,12,0.5,0.5,0,0,0.3,13.3
2,09/04/2018 08:45:52 PM,09/04/2018 08:55:00 PM,2,1.83,1,N,144,90,1,8.5,0.5,0.5,0.8,0,0.3,10.6
1,09/04/2018 08:04:19 PM,09/04/2018 08:11:50 PM,1,1.1,1,N,234,68,1,6.5,0.5,0.5,1.55,0,0.3,9.35
1,09/04/2018 08:23:02 PM,09/04/2018 08:30:08 PM,1,1.6,1,N,100,43,1,7.5,0.5,0.5,1.75,0,0.3,10.55
1,09/04/2018 08:20:37 PM,09/04/2018 08:28:14 PM,1,1.3,1,N,264,264,1,7,0.5,0.5,2.05,0,0.3,10.35
2,09/04/2018 08:30:46 PM,09/04/2018 09:02:13 PM,6,18.2,3,N,161,1,1,67.5,0.5,0,0,16.26,0.3,84.56
2,09/04/2018 08:17:23 PM,09/04/2018 08:27:50 PM,1,1.48,1,N,230,143,1,8.5,0.5,0.5,2.94,0,0.3,12.74
2,09/04/2018 08:29:25 PM,09/04/2018 08:31:42 PM,1,0.48,1,N,143,239,1,4,0.5,0.5,1.06,0,0.3,6.36
2,09/04/2018 08:44:17 PM,09/04/2018 08:52:03 PM,1,1.95,1,N,43,238,1,8.5,0.5,0.5,1.96,0,0.3,11.76
